Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,,,,,,,,,,,,,,,,,,,,,
,RF_KienGiang,RF_LeThuy,RF_DongHoi,WL_KienGiang,WL_LeThuy,WL_DongHoi,,RF_KienGiang (t-2),RF_KienGiang (t-1),RF_KienGiang (t),RF_LeThuy (t-2),RF_LeThuy (t-1),RF_LeThuy (t),RF_LeThuy (t+1),RF_DongHoi (t-2),RF_DongHoi (t-1),RF_DongHoi (t),WL_KienGiang (t-2),WL_KienGiang (t-1),WL_KienGiang (t),WL_LeThuy (t-2),WL_LeThuy (t-1),WL_LeThuy (t),WL_DongHoi (t-2),WL_DongHoi (t-1),WL_DongHoi (t)
3/10/2020 11:00,0.4,0.6,0,5.83,-0.01,0.17,,0.4,0.8,0.4,0.6,1.2,1.6,0.6,0,0.8,3.2,5.83,5.83,5.83,-0.01,-0.01,-0.01,0.17,0.26,0.43
3/10/2020 12:00,0.8,1.2,0.8,5.83,-0.01,0.26,,0.8,0.4,0.2,1.2,1.6,0.6,0,0.8,3.2,0.4,5.83,5.83,5.83,-0.01,-0.01,-0.01,0.26,0.43,0.51
3/10/2020 13:00,0.4,1.6,3.2,5.83,-0.01,0.43,,0.4,0.2,0,1.6,0.6,0,0,3.2,0.4,0,5.83,5.83,5.83,-0.01,-0.01,-0.01,0.43,0.51,0.49
3/10/2020 14:00,0.2,0.6,0.4,5.83,-0.01,0.51,,0.2,0,0,0.6,0,0,0,0.4,0,0,5.83,5.83,5.83,-0.01,-0.01,0,0.51,0.49,0.37
3/10/2020 15:00,0,0,0,5.83,-0.01,0.49,,0,0,0,0,0,0,0,0,0,0,5.83,5.83,5.83,-0.01,0,0,0.49,0.37,0.24
3/10/2020 16:00,0,0,0,5.83,0,0.37,,0,0,0,0,0,0,0,0,0,0,5.83,5.83,5.82,0,0,0.01,0.37,0.24,0.12
3/10/2020 17:00,0,0,0,5.83,0,0.24,,0,0,0,0,0,0,0,0,0,0,5.83,5.82,5.82,0,0.01,0.01,0.24,0.12,0.04
3/10/2020 18:00,0,0,0,5.82,0.01,0.12,,0,0,0,0,0,0,0,0,0,6.4,5.82,5.82,5.82,0.01,0.01,0.01,0.12,0.04,0.01
3/10/2020 19:00,0,0,0,5.82,0.01,0.04,,0,0,0,0,0,0,0,0,6.4,0,5.82,5.82,5.81,0.01,0.01,0.01,0.04,0.01,0.08
3/10/2020 20:00,0,0,6.4,5.82,0.01,0.01,,0,0,0,0,0,0,0,6.4,0,0,5.82,5.81,5.81,0.01,0.01,0.02,0.01,0.08,0.28
3/10/2020 21:00,0,0,0,5.81,0.01,0.08,,0,0,0,0,0,0,0,0,0,0,5.81,5.81,5.81,0.01,0.02,0.02,0.08,0.28,0.45
3/10/2020 22:00,0,0,0,5.81,0.02,0.28,,0,0,0,0,0,0,0,0,0,0,5.81,5.81,5.8,0.02,0.02,0.02,0.28,0.45,0.56
3/10/2020 23:00,0,0,0,5.81,0.02,0.45,,0,0,0,0,0,0,0,0,0,0.2,5.81,5.8,5.8,0.02,0.02,0.02,0.45,0.56,0.68
4/10/2020 0:00,0,0,0,5.8,0.02,0.56,,0,0,0,0,0,0,0,0,0.2,0,5.8,5.8,5.8,0.02,0.02,0.02,0.56,0.68,0.78
4/10/2020 1:00,0,0,0.2,5.8,0.02,0.68,,0,0,0,0,0,0,0,0.2,0,0,5.8,5.8,5.8,0.02,0.02,0.02,0.68,0.78,0.72
4/10/2020 2:00,0,0,0,5.8,0.02,0.78,,0,0,0,0,0,0,0.4,0,0,0,5.8,5.8,5.79,0.02,0.02,0.02,0.78,0.72,0.54
4/10/2020 3:00,0,0,0,5.8,0.02,0.72,,0,0,0.2,0,0,0.4,0.2,0,0,0,5.8,5.79,5.79,0.02,0.02,0.03,0.72,0.54,0.33
4/10/2020 4:00,0,0,0,5.79,0.02,0.54,,0,0.2,0.2,0,0.4,0.2,0,0,0,0,5.79,5.79,5.79,0.02,0.03,0.03,0.54,0.33,0.1
4/10/2020 5:00,0.2,0.4,0,5.79,0.03,0.33,,0.2,0.2,0,0.4,0.2,0,0,0,0,0,5.79,5.79,5.79,0.03,0.03,0.03,0.33,0.1,-0.01
4/10/2020 6:00,0.2,0.2,0,5.79,0.03,0.1,,0.2,0,0,0.2,0,0,0,0,0,0,5.79,5.79,5.79,0.03,0.03,0.03,0.1,-0.01,-0.08
4/10/2020 7:00,0,0,0,5.79,0.03,-0.01,,0,0,0,0,0,0,0,0,0,0,5.79,5.79,5.79,0.03,0.03,0.04,-0.01,-0.08,-0.12
4/10/2020 8:00,0,0,0,5.79,0.03,-0.08,,0,0,0,0,0,0,0,0,0,0,5.79,5.79,5.78,0.03,0.04,0.04,-0.08,-0.12,0.02
4/10/2020 9:00,0,0,0,5.79,0.04,-0.12,,0,0,0,0,0,0,0,0,0,0,5.79,5.78,5.78,0.04,0.04,0.04,-0.12,0.02,0.11
4/10/2020 10:00,0,0,0,5.78,0.04,0.02,,0,0,0,0,0,0,0,0,0,0,5.78,5.78,5.78,0.04,0.04,0.04,0.02,0.11,0.18
4/10/2020 11:00,0,0,0,5.78,0.04,0.11,,0,0,0,0,0,0,0,0,0,0,5.78,5.78,5.78,0.04,0.04,0.04,0.11,0.18,0.36
4/10/2020 12:00,0,0,0,5.78,0.04,0.18,,0,0,0,0,0,0,0,0,0,0,5.78,5.78,5.78,0.04,0.04,0.04,0.18,0.36,0.47
4/10/2020 13:00,0,0,0,5.78,0.04,0.36,,0,0,0,0,0,0,0,0,0,0,5.78,5.78,5.78,0.04,0.04,0.03,0.36,0.47,0.41
4/10/2020 14:00,0,0,0,5.78,0.04,0.47,,0,0,0,0,0,0,0,0,0,0,5.78,5.78,5.78,0.04,0.03,0.03,0.47,0.41,0.29
4/10/2020 15:00,0,0,0,5.78,0.03,0.41,,0,0,0,0,0,0,0,0,0,0,5.78,5.78,5.77,0.03,0.03,0.02,0.41,0.29,0.12
4/10/2020 16:00,0,0,0,5.78,0.03,0.29,,0,0,0,0,0,0,0,0,0,0,5.78,5.77,5.77,0.03,0.02,0.02,0.29,0.12,0.02
4/10/2020 17:00,0,0,0,5.77,0.02,0.12,,0,0,0,0,0,0,0,0,0,0,5.77,5.77,5.77,0.02,0.02,0.01,0.12,0.02,-0.11
4/10/2020 18:00,0,0,0,5.77,0.02,0.02,,0,0,0,0,0,0,2.4,0,0,0,5.77,5.77,5.77,0.02,0.01,0,0.02,-0.11,-0.14
4/10/2020 19:00,0,0,0,5.77,0.01,-0.11,,0,0,0,0,0,2.4,0.2,0,0,0,5.77,5.77,5.76,0.01,0,0,-0.11,-0.14,-0.12
4/10/2020 20:00,0,0,0,5.77,0,-0.14,,0,0,0,0,2.4,0.2,1.6,0,0,0,5.77,5.76,5.76,0,0,-0.01,-0.14,-0.12,0.04
4/10/2020 21:00,0,2.4,0,5.76,0,-0.12,,0,0,0,2.4,0.2,1.6,0,0,0,0,5.76,5.76,5.77,0,-0.01,-0.01,-0.12,0.04,0.17
4/10/2020 22:00,0,0.2,0,5.76,-0.01,0.04,,0,0,0,0.2,1.6,0,0.2,0,0,4.2,5.76,5.77,5.78,-0.01,-0.01,-0.02,0.04,0.17,0.34
4/10/2020 23:00,0,1.6,0,5.77,-0.01,0.17,,0,0,0,1.6,0,0.2,0,0,4.2,0,5.77,5.78,5.79,-0.01,-0.02,-0.02,0.17,0.34,0.68
5/10/2020 0:00,0,0,4.2,5.78,-0.02,0.34,,0,0,0,0,0.2,0,0.2,4.2,0,0,5.78,5.79,5.81,-0.02,-0.02,-0.02,0.34,0.68,0.86
5/10/2020 1:00,0,0.2,0,5.79,-0.02,0.68,,0,0,0,0.2,0,0.2,0,0,0,0,5.79,5.81,5.84,-0.02,-0.02,-0.03,0.68,0.86,0.98
5/10/2020 2:00,0,0,0,5.81,-0.02,0.86,,0,0,0,0,0.2,0,0,0,0,0.8,5.81,5.84,5.87,-0.02,-0.03,-0.03,0.86,0.98,0.87
5/10/2020 3:00,0,0.2,0,5.84,-0.03,0.98,,0,0,0,0.2,0,0,0,0,0.8,1.6,5.84,5.87,5.89,-0.03,-0.03,-0.03,0.98,0.87,0.61
5/10/2020 4:00,0,0,0.8,5.87,-0.03,0.87,,0,0,0,0,0,0,0,0.8,1.6,0,5.87,5.89,5.92,-0.03,-0.03,-0.03,0.87,0.61,0.33
5/10/2020 5:00,0,0,1.6,5.89,-0.03,0.61,,0,0,0,0,0,0,0,1.6,0,0,5.89,5.92,5.93,-0.03,-0.03,-0.03,0.61,0.33,0.15
5/10/2020 6:00,0,0,0,5.92,-0.03,0.33,,0,0,0,0,0,0,0,0,0,0,5.92,5.93,5.93,-0.03,-0.03,-0.03,0.33,0.15,0.04
5/10/2020 7:00,0,0,0,5.93,-0.03,0.15,,0,0,0,0,0,0,0,0,0,0,5.93,5.93,5.93,-0.03,-0.03,-0.03,0.15,0.04,-0.03
5/10/2020 8:00,0,0,0,5.93,-0.03,0.04,,0,0,0,0,0,0,0,0,0,0,5.93,5.93,5.92,-0.03,-0.03,-0.03,0.04,-0.03,0
5/10/2020 9:00,0,0,0,5.93,-0.03,-0.03,,0,0,0,0,0,0,0,0,0,0,5.93,5.92,5.9,-0.03,-0.03,-0.02,-0.03,0,0.18
5/10/2020 10:00,0,0,0,5.92,-0.03,0,,0,0,0,0,0,0,0,0,0,0,5.92,5.9,5.89,-0.03,-0.02,-0.02,0,0.18,0.25
5/10/2020 11:00,0,0,0,5.9,-0.02,0.18,,0,0,0,0,0,0,0,0,0,0,5.9,5.89,5.87,-0.02,-0.02,-0.01,0.18,0.25,0.35
5/10/2020 12:00,0,0,0,5.89,-0.02,0.25,,0,0,0,0,0,0,0,0,0,0,5.89,5.87,5.86,-0.02,-0.01,0,0.25,0.35,0.41
5/10/2020 13:00,0,0,0,5.87,-0.01,0.35,,0,0,0,0,0,0,0,0,0,0,5.87,5.86,5.85,-0.01,0,0.01,0.35,0.41,0.41
5/10/2020 14:00,0,0,0,5.86,0,0.41,,0,0,0.8,0,0,0,0,0,0,0,5.86,5.85,5.84,0,0.01,0.01,0.41,0.41,0.34
5/10/2020 15:00,0,0,0,5.85,0.01,0.41,,0,0.8,0,0,0,0,0,0,0,0,5.85,5.84,5.84,0.01,0.01,0.02,0.41,0.34,0.2
5/10/2020 16:00,0.8,0,0,5.84,0.01,0.34,,0.8,0,0,0,0,0,0,0,0,0,5.84,5.84,5.83,0.01,0.02,0.02,0.34,0.2,0.06
5/10/2020 17:00,0,0,0,5.84,0.02,0.2,,0,0,0,0,0,0,0,0,0,0,5.84,5.83,5.83,0.02,0.02,0.02,0.2,0.06,-0.1
5/10/2020 18:00,0,0,0,5.83,0.02,0.06,,0,0,0,0,0,0,0,0,0,0,5.83,5.83,5.83,0.02,0.02,0.01,0.06,-0.1,-0.19
5/10/2020 19:00,0,0,0,5.83,0.02,-0.1,,0,0,0,0,0,0,0,0,0,0,5.83,5.83,5.82,0.02,0.01,0,-0.1,-0.19,-0.18
5/10/2020 20:00,0,0,0,5.83,0.01,-0.19,,0,0,0,0,0,0,0,0,0,0,5.83,5.82,5.82,0.01,0,-0.01,-0.19,-0.18,-0.09
5/10/2020 21:00,0,0,0,5.82,0,-0.18,,0,0,0,0,0,0,0,0,0,0,5.82,5.82,5.81,0,-0.01,-0.02,-0.18,-0.09,0.15
5/10/2020 22:00,0,0,0,5.82,-0.01,-0.09,,0,0,0,0,0,0,0,0,0,0,5.82,5.81,5.81,-0.01,-0.02,-0.03,-0.09,0.15,0.32
5/10/2020 23:00,0,0,0,5.81,-0.02,0.15,,0,0,0,0,0,0,0,0,0,0,5.81,5.81,5.8,-0.02,-0.03,-0.04,0.15,0.32,0.41
6/10/2020 0:00,0,0,0,5.81,-0.03,0.32,,0,0,0,0,0,0,0,0,0,0,5.81,5.8,5.79,-0.03,-0.04,-0.05,0.32,0.41,0.8
6/10/2020 1:00,0,0,0,5.8,-0.04,0.41,,0,0,0,0,0,0,0,0,0,0,5.8,5.79,5.79,-0.04,-0.05,-0.05,0.41,0.8,0.82
6/10/2020 2:00,0,0,0,5.79,-0.05,0.8,,0,0,0.2,0,0,0,0,0,0,0,5.79,5.79,5.78,-0.05,-0.05,-0.05,0.8,0.82,0.84
6/10/2020 3:00,0,0,0,5.79,-0.05,0.82,,0,0.2,0,0,0,0,0,0,0,0,5.79,5.78,5.78,-0.05,-0.05,-0.04,0.82,0.84,0.81
6/10/2020 4:00,0.2,0,0,5.78,-0.05,0.84,,0.2,0,0,0,0,0,2.4,0,0,0,5.78,5.78,5.78,-0.05,-0.04,-0.04,0.84,0.81,0.65
6/10/2020 5:00,0,0,0,5.78,-0.04,0.81,,0,0,3,0,0,2.4,1,0,0,0,5.78,5.78,5.79,-0.04,-0.04,-0.03,0.81,0.65,0.47
6/10/2020 6:00,0,0,0,5.78,-0.04,0.65,,0,3,0.2,0,2.4,1,0.4,0,0,0,5.78,5.79,5.8,-0.04,-0.03,-0.02,0.65,0.47,0.3
6/10/2020 7:00,3,2.4,0,5.79,-0.03,0.47,,3,0.2,0.4,2.4,1,0.4,0,0,0,0,5.79,5.8,5.82,-0.03,-0.02,-0.02,0.47,0.3,0.21
6/10/2020 8:00,0.2,1,0,5.8,-0.02,0.3,,0.2,0.4,0,1,0.4,0,5.2,0,0,30.6,5.8,5.82,5.83,-0.02,-0.02,-0.01,0.3,0.21,0.22
6/10/2020 9:00,0.4,0.4,0,5.82,-0.02,0.21,,0.4,0,9.8,0.4,0,5.2,1.8,0,30.6,12.8,5.82,5.83,5.83,-0.02,-0.01,0,0.21,0.22,0.33
6/10/2020 10:00,0,0,30.6,5.83,-0.01,0.22,,0,9.8,2.6,0,5.2,1.8,0.4,30.6,12.8,3.2,5.83,5.83,5.82,-0.01,0,0,0.22,0.33,0.41
6/10/2020 11:00,9.8,5.2,12.8,5.83,0,0.33,,9.8,2.6,0.2,5.2,1.8,0.4,0,12.8,3.2,0.2,5.83,5.82,5.8,0,0,0.01,0.33,0.41,0.51
6/10/2020 12:00,2.6,1.8,3.2,5.82,0,0.41,,2.6,0.2,0.2,1.8,0.4,0,0.6,3.2,0.2,0,5.82,5.8,5.76,0,0.01,0.01,0.41,0.51,0.59
6/10/2020 13:00,0.2,0.4,0.2,5.8,0.01,0.51,,0.2,0.2,0.4,0.4,0,0.6,0,0.2,0,0,5.8,5.76,5.71,0.01,0.01,0.02,0.51,0.59,0.62
6/10/2020 14:00,0.2,0,0,5.76,0.01,0.59,,0.2,0.4,0,0,0.6,0,0,0,0,0,5.76,5.71,5.68,0.01,0.02,0.02,0.59,0.62,0.51
6/10/2020 15:00,0.4,0.6,0,5.71,0.02,0.62,,0.4,0,0,0.6,0,0,0,0,0,0,5.71,5.68,5.68,0.02,0.02,0.02,0.62,0.51,0.34
6/10/2020 16:00,0,0,0,5.68,0.02,0.51,,0,0,0,0,0,0,0.2,0,0,0,5.68,5.68,5.74,0.02,0.02,0.02,0.51,0.34,0.21
6/10/2020 17:00,0,0,0,5.68,0.02,0.34,,0,0,0,0,0,0.2,0,0,0,0.8,5.68,5.74,5.86,0.02,0.02,0.02,0.34,0.21,0.04
6/10/2020 18:00,0,0,0,5.74,0.02,0.21,,0,0,0,0,0.2,0,0,0,0.8,0,5.74,5.86,6.05,0.02,0.02,0.02,0.21,0.04,0
6/10/2020 19:00,0,0.2,0.8,5.86,0.02,0.04,,0,0,0.8,0.2,0,0,0,0.8,0,0.4,5.86,6.05,6.27,0.02,0.02,0.02,0.04,0,-0.02
6/10/2020 20:00,0,0,0,6.05,0.02,0,,0,0.8,0,0,0,0,0,0,0.4,0,6.05,6.27,6.43,0.02,0.02,0.02,0,-0.02,0.04
6/10/2020 21:00,0.8,0,0.4,6.27,0.02,-0.02,,0.8,0,0,0,0,0,0,0.4,0,9.6,6.27,6.43,6.49,0.02,0.02,0.02,-0.02,0.04,0.26
6/10/2020 22:00,0,0,0,6.43,0.02,0.04,,0,0,0,0,0,0,0.4,0,9.6,6.2,6.43,6.49,6.47,0.02,0.02,0.02,0.04,0.26,0.47
6/10/2020 23:00,0,0,9.6,6.49,0.02,0.26,,0,0,0.2,0,0,0.4,17,9.6,6.2,35.6,6.49,6.47,6.4,0.02,0.02,0.03,0.26,0.47,0.78
7/10/2020 0:00,0,0,6.2,6.47,0.02,0.47,,0,0.2,17.2,0,0.4,17,3.6,6.2,35.6,10.2,6.47,6.4,6.32,0.02,0.03,0.04,0.47,0.78,0.98
7/10/2020 1:00,0.2,0.4,35.6,6.4,0.03,0.78,,0.2,17.2,4.6,0.4,17,3.6,9,35.6,10.2,2.8,6.4,6.32,6.28,0.03,0.04,0.06,0.78,0.98,1.22
7/10/2020 2:00,17.2,17,10.2,6.32,0.04,0.98,,17.2,4.6,8,17,3.6,9,22.8,10.2,2.8,6.2,6.32,6.28,6.32,0.04,0.06,0.09,0.98,1.22,1.32
7/10/2020 3:00,4.6,3.6,2.8,6.28,0.06,1.22,,4.6,8,12.2,3.6,9,22.8,21,2.8,6.2,0.2,6.28,6.32,6.42,0.06,0.09,0.13,1.22,1.32,1.37
7/10/2020 4:00,8,9,6.2,6.32,0.09,1.32,,8,12.2,9.8,9,22.8,21,3.6,6.2,0.2,0.2,6.32,6.42,6.57,0.09,0.13,0.17,1.32,1.37,1.31
7/10/2020 5:00,12.2,22.8,0.2,6.42,0.13,1.37,,12.2,9.8,8,22.8,21,3.6,1.4,0.2,0.2,1.6,6.42,6.57,6.72,0.13,0.17,0.21,1.37,1.31,1.22
7/10/2020 6:00,9.8,21,0.2,6.57,0.17,1.31,,9.8,8,6.4,21,3.6,1.4,0,0.2,1.6,0.8,6.57,6.72,6.91,0.17,0.21,0.23,1.31,1.22,1.12
7/10/2020 7:00,8,3.6,1.6,6.72,0.21,1.22,,8,6.4,0.8,3.6,1.4,0,3.4,1.6,0.8,1.4,6.72,6.91,7.4,0.21,0.23,0.25,1.22,1.12,0.9
7/10/2020 8:00,6.4,1.4,0.8,6.91,0.23,1.12,,6.4,0.8,13.4,1.4,0,3.4,2,0.8,1.4,0,6.91,7.4,7.95,0.23,0.25,0.29,1.12,0.9,0.94
7/10/2020 9:00,0.8,0,1.4,7.4,0.25,0.9,,0.8,13.4,3.6,0,3.4,2,0.6,1.4,0,2.4,7.4,7.95,8.48,0.25,0.29,0.36,0.9,0.94,0.92
7/10/2020 10:00,13.4,3.4,0,7.95,0.29,0.94,,13.4,3.6,1.2,3.4,2,0.6,1,0,2.4,0.8,7.95,8.48,8.77,0.29,0.36,0.46,0.94,0.92,1.03
7/10/2020 11:00,3.6,2,2.4,8.48,0.36,0.92,,3.6,1.2,1.4,2,0.6,1,1.2,2.4,0.8,6.4,8.48,8.77,8.8,0.36,0.46,0.56,0.92,1.03,1.12
7/10/2020 12:00,1.2,0.6,0.8,8.77,0.46,1.03,,1.2,1.4,1,0.6,1,1.2,1.6,0.8,6.4,0.8,8.77,8.8,8.77,0.46,0.56,0.66,1.03,1.12,1.3
7/10/2020 13:00,1.4,1,6.4,8.8,0.56,1.12,,1.4,1,3.4,1,1.2,1.6,3.4,6.4,0.8,0.8,8.8,8.77,8.97,0.56,0.66,0.75,1.12,1.3,1.25
7/10/2020 14:00,1,1.2,0.8,8.77,0.66,1.3,,1,3.4,3.6,1.2,1.6,3.4,6,0.8,0.8,1.6,8.77,8.97,9.12,0.66,0.75,0.82,1.3,1.25,1.18
7/10/2020 15:00,3.4,1.6,0.8,8.97,0.75,1.25,,3.4,3.6,9.2,1.6,3.4,6,1.6,0.8,1.6,0.8,8.97,9.12,9,0.75,0.82,0.88,1.25,1.18,1.1
7/10/2020 16:00,3.6,3.4,1.6,9.12,0.82,1.18,,3.6,9.2,4.4,3.4,6,1.6,1,1.6,0.8,1.4,9.12,9,8.75,0.82,0.88,0.94,1.18,1.1,0.99
7/10/2020 17:00,9.2,6,0.8,9,0.88,1.1,,9.2,4.4,1.4,6,1.6,1,0,0.8,1.4,1.8,9,8.75,8.52,0.88,0.94,1.01,1.1,0.99,0.91
7/10/2020 18:00,4.4,1.6,1.4,8.75,0.94,0.99,,4.4,1.4,0.8,1.6,1,0,0,1.4,1.8,0.8,8.75,8.52,8.37,0.94,1.01,1.09,0.99,0.91,0.86
7/10/2020 19:00,1.4,1,1.8,8.52,1.01,0.91,,1.4,0.8,0.6,1,0,0,1.8,1.8,0.8,0,8.52,8.37,8.34,1.01,1.09,1.17,0.91,0.86,0.83
7/10/2020 20:00,0.8,0,0.8,8.37,1.09,0.86,,0.8,0.6,11,0,0,1.8,2,0.8,0,0,8.37,8.34,8.45,1.09,1.17,1.22,0.86,0.83,0.85
7/10/2020 21:00,0.6,0,0,8.34,1.17,0.83,,0.6,11,7.8,0,1.8,2,2.4,0,0,1,8.34,8.45,8.62,1.17,1.22,1.24,0.83,0.85,0.94
7/10/2020 22:00,11,1.8,0,8.45,1.22,0.85,,11,7.8,11,1.8,2,2.4,18.4,0,1,1.6,8.45,8.62,8.8,1.22,1.24,1.3,0.85,0.94,1.05
7/10/2020 23:00,7.8,2,1,8.62,1.24,0.94,,7.8,11,25.2,2,2.4,18.4,1.6,1,1.6,5.2,8.62,8.8,9.3,1.24,1.3,1.44,0.94,1.05,1.33
8/10/2020 0:00,11,2.4,1.6,8.8,1.3,1.05,,11,25.2,4.8,2.4,18.4,1.6,11.4,1.6,5.2,0.2,8.8,9.3,10.21,1.3,1.44,1.49,1.05,1.33,1.63
8/10/2020 1:00,25.2,18.4,5.2,9.3,1.44,1.33,,25.2,4.8,24.2,18.4,1.6,11.4,10.6,5.2,0.2,8.2,9.3,10.21,11,1.44,1.49,1.6,1.33,1.63,1.76
8/10/2020 2:00,4.8,1.6,0.2,10.21,1.49,1.63,,4.8,24.2,51.4,1.6,11.4,10.6,32.2,0.2,8.2,0,10.21,11,11.32,1.49,1.6,1.75,1.63,1.76,1.78
8/10/2020 3:00,24.2,11.4,8.2,11,1.6,1.76,,24.2,51.4,23.6,11.4,10.6,32.2,9.6,8.2,0,6.8,11,11.32,12.33,1.6,1.75,1.87,1.76,1.78,1.7
8/10/2020 4:00,51.4,10.6,0,11.32,1.75,1.78,,51.4,23.6,25.8,10.6,32.2,9.6,15.4,0,6.8,2.4,11.32,12.33,12.85,1.75,1.87,2.25,1.78,1.7,1.64
8/10/2020 5:00,23.6,32.2,6.8,12.33,1.87,1.7,,23.6,25.8,21.4,32.2,9.6,15.4,15.6,6.8,2.4,2.6,12.33,12.85,12.96,1.87,2.25,2.61,1.7,1.64,1.69
8/10/2020 6:00,25.8,9.6,2.4,12.85,2.25,1.64,,25.8,21.4,70.2,9.6,15.4,15.6,17.4,2.4,2.6,1.8,12.85,12.96,13.22,2.25,2.61,2.81,1.64,1.69,1.62
8/10/2020 7:00,21.4,15.4,2.6,12.96,2.61,1.69,,21.4,70.2,10.8,15.4,15.6,17.4,63.4,2.6,1.8,5.6,12.96,13.22,13.9,2.61,2.81,2.95,1.69,1.62,1.62
8/10/2020 8:00,70.2,15.6,1.8,13.22,2.81,1.62,,70.2,10.8,8,15.6,17.4,63.4,29.8,1.8,5.6,12.2,13.22,13.9,14.55,2.81,2.95,3.07,1.62,1.62,1.69
8/10/2020 9:00,10.8,17.4,5.6,13.9,2.95,1.62,,10.8,8,15.6,17.4,63.4,29.8,6,5.6,12.2,6.4,13.9,14.55,14.66,2.95,3.07,3.17,1.62,1.69,1.83
8/10/2020 10:00,8,63.4,12.2,14.55,3.07,1.69,,8,15.6,11,63.4,29.8,6,6.4,12.2,6.4,2.8,14.55,14.66,14.23,3.07,3.17,3.22,1.69,1.83,1.86
8/10/2020 11:00,15.6,29.8,6.4,14.66,3.17,1.83,,15.6,11,10.8,29.8,6,6.4,5.2,6.4,2.8,1.8,14.66,14.23,13.52,3.17,3.22,3.28,1.83,1.86,1.93
8/10/2020 12:00,11,6,2.8,14.23,3.22,1.86,,11,10.8,8.2,6,6.4,5.2,8.8,2.8,1.8,1.6,14.23,13.52,12.45,3.22,3.28,3.3,1.86,1.93,2
8/10/2020 13:00,10.8,6.4,1.8,13.52,3.28,1.93,,10.8,8.2,11.2,6.4,5.2,8.8,3.4,1.8,1.6,2,13.52,12.45,11.6,3.28,3.3,3.26,1.93,2,2.01
8/10/2020 14:00,8.2,5.2,1.6,12.45,3.3,2,,8.2,11.2,1.4,5.2,8.8,3.4,0.8,1.6,2,3.6,12.45,11.6,11.03,3.3,3.26,3.22,2,2.01,1.88
8/10/2020 15:00,11.2,8.8,2,11.6,3.26,2.01,,11.2,1.4,1,8.8,3.4,0.8,3.2,2,3.6,14.6,11.6,11.03,10.67,3.26,3.22,3.14,2.01,1.88,1.82
8/10/2020 16:00,1.4,3.4,3.6,11.03,3.22,1.88,,1.4,1,3.4,3.4,0.8,3.2,0.8,3.6,14.6,28.8,11.03,10.67,10.44,3.22,3.14,3.06,1.88,1.82,1.75
8/10/2020 17:00,1,0.8,14.6,10.67,3.14,1.82,,1,3.4,4.6,0.8,3.2,0.8,2,14.6,28.8,4.4,10.67,10.44,10.28,3.14,3.06,2.98,1.82,1.75,1.68
8/10/2020 18:00,3.4,3.2,28.8,10.44,3.06,1.75,,3.4,4.6,0.8,3.2,0.8,2,39,28.8,4.4,16.2,10.44,10.28,10.05,3.06,2.98,2.91,1.75,1.68,1.58
8/10/2020 19:00,4.6,0.8,4.4,10.28,2.98,1.68,,4.6,0.8,12.8,0.8,2,39,40.8,4.4,16.2,5.6,10.28,10.05,9.7,2.98,2.91,2.86,1.68,1.58,1.47
8/10/2020 20:00,0.8,2,16.2,10.05,2.91,1.58,,0.8,12.8,10.4,2,39,40.8,17,16.2,5.6,4.6,10.05,9.7,9.4,2.91,2.86,2.85,1.58,1.47,1.32
8/10/2020 21:00,12.8,39,5.6,9.7,2.86,1.47,,12.8,10.4,40.4,39,40.8,17,5.2,5.6,4.6,11,9.7,9.4,9.2,2.86,2.85,2.86,1.47,1.32,1.28
8/10/2020 22:00,10.4,40.8,4.6,9.4,2.85,1.32,,10.4,40.4,2,40.8,17,5.2,16.4,4.6,11,9,9.4,9.2,9.5,2.85,2.86,2.87,1.32,1.28,1.37
8/10/2020 23:00,40.4,17,11,9.2,2.86,1.28,,40.4,2,15.6,17,5.2,16.4,1.4,11,9,9.2,9.2,9.5,10,2.86,2.87,2.9,1.28,1.37,1.49
9/10/2020 0:00,2,5.2,9,9.5,2.87,1.37,,2,15.6,7.6,5.2,16.4,1.4,0.6,9,9.2,0.8,9.5,10,10.45,2.87,2.9,2.95,1.37,1.49,1.62
9/10/2020 1:00,15.6,16.4,9.2,10,2.9,1.49,,15.6,7.6,3.8,16.4,1.4,0.6,1.4,9.2,0.8,0.2,10,10.45,10.84,2.9,2.95,3.01,1.49,1.62,1.73
9/10/2020 2:00,7.6,1.4,0.8,10.45,2.95,1.62,,7.6,3.8,1.8,1.4,0.6,1.4,3,0.8,0.2,2.2,10.45,10.84,10.7,2.95,3.01,3.06,1.62,1.73,1.83
9/10/2020 3:00,3.8,0.6,0.2,10.84,3.01,1.73,,3.8,1.8,3.2,0.6,1.4,3,6,0.2,2.2,1.2,10.84,10.7,10.45,3.01,3.06,3.1,1.73,1.83,1.89
9/10/2020 4:00,1.8,1.4,2.2,10.7,3.06,1.83,,1.8,3.2,10,1.4,3,6,1.2,2.2,1.2,0.6,10.7,10.45,10.25,3.06,3.1,3.12,1.83,1.89,1.96
9/10/2020 5:00,3.2,3,1.2,10.45,3.1,1.89,,3.2,10,4.6,3,6,1.2,1.8,1.2,0.6,1.2,10.45,10.25,10.22,3.1,3.12,3.14,1.89,1.96,1.92
9/10/2020 6:00,10,6,0.6,10.25,3.12,1.96,,10,4.6,4,6,1.2,1.8,0.8,0.6,1.2,0.6,10.25,10.22,10.24,3.12,3.14,3.15,1.96,1.92,1.86
