Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,
20/10/2020 07:00,5.4,9.8,1,11.64,4.23,1.7
20/10/2020 08:00,5,6.6,0.6,11.74,4.25,1.58
20/10/2020 09:00,3.2,5.2,0.4,11.67,4.26,1.57
20/10/2020 10:00,3,1.6,0.4,11.27,4.27,1.54
20/10/2020 11:00,3.2,1.8,0.4,10.68,4.27,1.6
20/10/2020 12:00,5,2.2,1.8,10.18,4.25,1.68
20/10/2020 13:00,6.2,0.4,0.8,9.67,4.24,1.68
20/10/2020 14:00,5.6,3.4,0.2,9.42,4.23,1.69
20/10/2020 15:00,5.2,4,0,9.35,4.21,1.61
20/10/2020 16:00,4,1.8,1,9.35,4.2,1.5
20/10/2020 17:00,2.2,0.4,0.8,9.4,4.19,1.34
20/10/2020 18:00,1.4,0.6,0.6,9.37,4.17,1.14
20/10/2020 19:00,2.2,1.8,0.6,9.31,4.15,1.15
20/10/2020 20:00,1.8,1.4,0.2,9.22,4.12,1.1
20/10/2020 21:00,1.2,2,0.4,9.12,4.09,1.07
20/10/2020 22:00,3,1.8,0.4,9,4.05,1.12
20/10/2020 23:00,1.2,3.6,1,8.9,4.02,1.15
21/10/2020 00:00,1.4,3.8,0.8,8.82,3.99,1.38
21/10/2020 01:00,1.4,1.4,1,8.76,3.96,1.52
21/10/2020 02:00,0.6,1.2,2.6,8.7,3.93,1.68
21/10/2020 03:00,0.2,0.6,0.4,8.64,3.91,1.76
21/10/2020 04:00,1.4,0.2,0.6,8.58,3.88,1.82
21/10/2020 05:00,0.8,2.4,0.6,8.52,3.86,1.76
21/10/2020 06:00,1.2,0.8,0.4,8.49,3.84,1.66
21/10/2020 07:00,0.8,0.8,0.2,8.46,3.81,1.54
21/10/2020 08:00,0.4,0.4,0.4,8.43,3.78,1.44
21/10/2020 09:00,0,0.2,0.8,8.39,3.75,1.29
21/10/2020 10:00,0,0,1.2,8.35,3.73,1.24
21/10/2020 11:00,0.8,1.4,0,8.3,3.7,1.21
21/10/2020 12:00,0.2,0.4,0.2,8.25,3.67,1.25
21/10/2020 13:00,0,0.2,0,8.2,3.64,1.24
21/10/2020 14:00,0,0,0,8.15,3.61,1.13
21/10/2020 15:00,0,0,0.2,8.1,3.59,1.14
21/10/2020 16:00,0,0,0.6,8.05,3.56,1.02
21/10/2020 17:00,0,0,0,8.01,3.54,0.88
21/10/2020 18:00,0,0,0,7.97,3.51,0.8
21/10/2020 19:00,0,0,0,7.94,3.48,0.67
21/10/2020 20:00,0,0,0,7.9,3.45,0.6
21/10/2020 21:00,0,0,0,7.86,3.42,0.57
21/10/2020 22:00,0,0,0,7.83,3.39,0.56
21/10/2020 23:00,0,0,0,7.8,3.35,0.59
22/10/2020 00:00,0,0,0,7.77,3.32,0.67
22/10/2020 01:00,0,0,0,7.74,3.29,0.83
22/10/2020 02:00,0,0,0,7.71,3.26,0.94
22/10/2020 03:00,0,0,0,7.68,3.23,1.09
22/10/2020 04:00,0,0,0,7.65,3.2,1.18
22/10/2020 05:00,0,0,0,7.63,3.17,1.23
22/10/2020 06:00,0,0,0,7.6,3.15,1.2
22/10/2020 07:00,0,0,0,7.58,3.12,1.17
22/10/2020 08:00,0,0,0,7.56,3.1,1.07
22/10/2020 09:00,0,0,0,7.53,3.07,0.96
22/10/2020 10:00,0,0,0,7.51,3.05,0.9
22/10/2020 11:00,0,0,0,7.49,3.02,0.86
22/10/2020 12:00,0,0,0,7.48,3,0.86
22/10/2020 13:00,0,0,0,7.46,2.97,0.84
22/10/2020 14:00,0,0,0,7.44,2.94,0.85
22/10/2020 15:00,0,0,0,7.42,2.91,0.77
22/10/2020 16:00,0,0,0,7.4,2.88,0.63
22/10/2020 17:00,0,0,0,7.38,2.85,0.55
22/10/2020 18:00,0,0,0,7.37,2.81,0.41
22/10/2020 19:00,0,0,0,7.35,2.78,0.33
22/10/2020 20:00,0,0,0,7.33,2.75,0.24
22/10/2020 21:00,0,0,0,7.32,2.72,0.17
22/10/2020 22:00,0,0,0,7.3,2.69,0.13
22/10/2020 23:00,0,0,0,7.29,2.66,0.1
23/10/2020 00:00,0,0,0,7.27,2.63,0.19
23/10/2020 01:00,0,0,0,7.26,2.6,0.3
23/10/2020 02:00,0,0,0,7.25,2.57,0.48
23/10/2020 03:00,0,0,0,7.23,2.54,0.63
23/10/2020 04:00,0,0,0,7.22,2.51,0.85
23/10/2020 05:00,0,0,0,7.21,2.49,0.96
23/10/2020 06:00,0,0,0,7.19,2.46,1.02
23/10/2020 07:00,0,0,0,7.18,2.44,1.02
23/10/2020 08:00,0,0,0,7.17,2.42,1.03
23/10/2020 09:00,0,0,0,7.16,2.4,1.01
23/10/2020 10:00,0,0,0,7.15,2.38,0.96
23/10/2020 11:00,0,0,0,7.14,2.37,0.94
23/10/2020 12:00,0,0,0,7.13,2.35,0.92
23/10/2020 13:00,0,0,0,7.12,2.33,0.9
23/10/2020 14:00,0,0,0,7.11,2.31,0.89
23/10/2020 15:00,0,0,0,7.09,2.29,0.85
23/10/2020 16:00,0,0,0,7.08,2.27,0.73
23/10/2020 17:00,0,0,0,7.07,2.24,0.63
23/10/2020 18:00,0,0,0,7.06,2.22,0.5
23/10/2020 19:00,0,0,0,7.05,2.2,0.33
23/10/2020 20:00,0,0,0,7.04,2.18,0.24
23/10/2020 21:00,0,0,0,7.03,2.16,0.18
23/10/2020 22:00,0,0,0,7.02,2.14,0.14
23/10/2020 23:00,0,0,0,7.01,2.12,0.13
24/10/2020 00:00,0,0,0,7,2.11,0.09
24/10/2020 01:00,0,0,0,6.99,2.09,0.19
24/10/2020 02:00,0,0,0,6.98,2.07,0.36
24/10/2020 03:00,0,0,0,6.97,2.06,0.5
24/10/2020 04:00,0,0,0,6.97,2.04,0.68
24/10/2020 05:00,0,0,0,6.96,2.03,0.89
24/10/2020 06:00,0,0,0,6.96,2.01,1.01
24/10/2020 07:00,0,0,0,6.95,1.99,1.04
24/10/2020 08:00,0,0,0,6.94,1.97,1.1
24/10/2020 09:00,0,0,0,6.93,1.95,1.15
24/10/2020 10:00,0,0,0,6.93,1.93,1.12
24/10/2020 11:00,0,0,0,6.92,1.91,1.1
24/10/2020 12:00,0,0,0,6.91,1.9,1.05
24/10/2020 13:00,0,0,0,6.9,1.89,1.04
24/10/2020 14:00,0,0,0,6.89,1.89,1.04
24/10/2020 15:00,0,0,0,6.88,1.89,1.02
24/10/2020 16:00,0,0,0,6.87,1.89,0.99
24/10/2020 17:00,0,0,0,6.87,1.88,0.89
24/10/2020 18:00,0,0,0,6.86,1.86,0.83
24/10/2020 19:00,0,0,0,6.85,1.81,0.64
24/10/2020 20:00,0,0,0,6.84,1.74,0.52
24/10/2020 21:00,0,0,0,6.84,1.65,0.38
24/10/2020 22:00,0,0,0,6.83,1.56,0.27
24/10/2020 23:00,0,0,0,6.82,1.47,0.27
25/10/2020 00:00,0,0,0,6.82,1.4,0.25
25/10/2020 01:00,0,0,0,6.81,1.37,0.27
25/10/2020 02:00,0,0,0,6.8,1.38,0.36
25/10/2020 03:00,0,0,0,6.8,1.41,0.52
25/10/2020 04:00,0.4,1,0,6.79,1.47,0.71
25/10/2020 05:00,1.6,1.8,0,6.79,1.54,0.82
25/10/2020 06:00,2,0.6,0,6.78,1.6,0.95
25/10/2020 07:00,0,0,0,6.78,1.65,1.08
25/10/2020 08:00,0,0,0,6.78,1.68,1.15
25/10/2020 09:00,0.4,0.2,0,6.77,1.68,1.21
25/10/2020 10:00,0.8,0.4,0,6.77,1.67,1.21
25/10/2020 11:00,1,0.8,0,6.77,1.65,1.22
25/10/2020 12:00,0.8,0.6,0,6.77,1.63,1.2
25/10/2020 13:00,3,2.6,0,6.77,1.61,1.15
25/10/2020 14:00,2.6,0.6,0,6.77,1.6,1.13
25/10/2020 15:00,1.6,0.4,0,6.78,1.59,1.09
25/10/2020 16:00,1.4,0.6,0,6.78,1.58,1.02
25/10/2020 17:00,0,0.2,0,6.79,1.58,0.93
25/10/2020 18:00,0,0.4,0,6.79,1.58,0.88
25/10/2020 19:00,0,0.8,0,6.8,1.58,0.85
25/10/2020 20:00,0.2,1,0,6.81,1.57,0.73
25/10/2020 21:00,0,0.6,0,6.81,1.57,0.57
25/10/2020 22:00,0,0.2,0,6.81,1.56,0.42
25/10/2020 23:00,0,0,0,6.81,1.54,0.3
26/10/2020 00:00,0,0,0,6.81,1.53,0.23
26/10/2020 01:00,0,0,0,6.81,1.52,0.21
26/10/2020 02:00,0,0,0,6.8,1.51,0.22
26/10/2020 03:00,0,0,0.6,6.8,1.5,0.23
26/10/2020 04:00,0.4,0,0,6.79,1.48,0.31
26/10/2020 05:00,0.6,0,3,6.78,1.47,0.44
26/10/2020 06:00,0,0,6.4,6.77,1.46,0.56
26/10/2020 07:00,0,0,2,6.76,1.45,0.67
26/10/2020 08:00,0,0,0,6.75,1.44,0.77
26/10/2020 09:00,0,0,0,6.75,1.43,0.88
26/10/2020 10:00,0,0,0,6.75,1.42,0.91
26/10/2020 11:00,0,0,0,6.75,1.41,0.91
26/10/2020 12:00,0,0,0,6.74,1.4,0.89
26/10/2020 13:00,0,0,0,6.74,1.39,0.84
26/10/2020 14:00,0.2,0,0,6.73,1.38,0.78
26/10/2020 15:00,0,0,0,6.73,1.38,0.75
26/10/2020 16:00,0,0,0,6.72,1.37,0.72
26/10/2020 17:00,0,0,0,6.71,1.36,0.71
26/10/2020 18:00,0,0,0,6.7,1.36,0.67
26/10/2020 19:00,0,0,0,6.69,1.35,0.67
26/10/2020 20:00,0,0,0,6.68,1.34,0.61
26/10/2020 21:00,0,0,0,6.68,1.33,0.53
26/10/2020 22:00,0,0,0,6.67,1.32,0.39
26/10/2020 23:00,0,0,0,6.67,1.31,0.22
27/10/2020 00:00,0,0,0,6.67,1.3,0.15
27/10/2020 01:00,0,0.2,0,6.66,1.29,0.07
27/10/2020 02:00,0,1.4,0,6.65,1.28,0.01
27/10/2020 03:00,4.8,9.2,0,6.65,1.27,0.01
27/10/2020 04:00,0.2,1.8,0,6.64,1.26,0.06
27/10/2020 05:00,0,0,0,6.64,1.25,0.17
27/10/2020 06:00,0,0,0,6.64,1.25,0.32
27/10/2020 07:00,3.2,0,0,6.64,1.24,0.45
27/10/2020 08:00,0,0,0,6.65,1.23,0.58
27/10/2020 09:00,0,0,0,6.66,1.23,0.72
27/10/2020 10:00,0,0,0,6.67,1.23,0.82
27/10/2020 11:00,0,0,0,6.68,1.22,0.86
27/10/2020 12:00,0,0,0,6.69,1.22,0.84
27/10/2020 13:00,0,0,0,6.7,1.22,0.78
27/10/2020 14:00,0,0,0,6.7,1.22,0.75
27/10/2020 15:00,0,0,0,6.7,1.22,0.67
27/10/2020 16:00,0,0,0,6.69,1.21,0.6
27/10/2020 17:00,0,0,0,6.69,1.21,0.6
27/10/2020 18:00,0,0,0,6.68,1.21,0.59
27/10/2020 19:00,0,0,0,6.67,1.2,0.63
27/10/2020 20:00,0,0,0,6.66,1.19,0.67
27/10/2020 21:00,0,0,0,6.66,1.18,0.64
27/10/2020 22:00,0,0,0,6.65,1.17,0.58
27/10/2020 23:00,0,0,0,6.64,1.16,0.46
28/10/2020 00:00,0,0,0,6.64,1.15,0.36
28/10/2020 01:00,0,0,0,6.64,1.14,0.24
28/10/2020 02:00,0,0.4,0,6.64,1.13,0.22
28/10/2020 03:00,0.6,1.2,0,6.64,1.13,0.22
28/10/2020 04:00,7.4,7.8,1.2,6.63,1.12,0.26
28/10/2020 05:00,7,7,0.2,6.62,1.12,0.33
28/10/2020 06:00,6.4,5.8,3.4,6.62,1.12,0.48
28/10/2020 07:00,7.4,3.2,3.8,6.66,1.12,0.65
28/10/2020 08:00,3.8,2.2,8.8,6.75,1.12,0.8
28/10/2020 09:00,3,0.8,2.4,6.89,1.13,1.05
28/10/2020 10:00,6.6,2.2,7.4,7.06,1.14,1.15
28/10/2020 11:00,5,2.2,3.2,7.29,1.17,1.3
28/10/2020 12:00,5.8,2.2,4.4,7.71,1.2,1.42
28/10/2020 13:00,1.8,0.2,4.8,8.17,1.24,1.4
28/10/2020 14:00,2.8,0.2,1,8.53,1.3,1.54
28/10/2020 15:00,4.6,1.2,1.2,8.8,1.36,1.42
28/10/2020 16:00,13,4.4,1,9,1.44,1.36
28/10/2020 17:00,2.4,2.2,0.6,9.15,1.52,1.42
28/10/2020 18:00,2.8,0.8,1.8,9.21,1.61,1.4
28/10/2020 19:00,9.8,9.4,0.2,9.28,1.7,1.51
28/10/2020 20:00,2.8,1.4,6.6,9.46,1.79,1.47
28/10/2020 21:00,3.2,0.4,7.4,9.54,1.88,1.57
28/10/2020 22:00,6.6,21.6,1.8,9.71,1.97,1.6
28/10/2020 23:00,26,8.6,4.2,9.89,2.06,1.46
29/10/2020 00:00,3.6,15.6,13.2,10.15,2.16,1.29
29/10/2020 01:00,0.2,0,42.8,10.4,2.26,1.22
29/10/2020 02:00,0,0,0.4,10.56,2.36,0.97
29/10/2020 03:00,0,1.6,7.2,10.7,2.44,0.89
29/10/2020 04:00,0,0,15.4,10.35,2.49,0.84
29/10/2020 05:00,0,0,0,9.61,2.49,0.81
29/10/2020 06:00,0,0,0,9.13,2.44,0.89
29/10/2020 07:00,0,0,0,8.79,2.38,0.94
29/10/2020 08:00,0,0,0,8.53,2.31,1.03
29/10/2020 09:00,0,0,0,8.35,2.25,1.08
29/10/2020 10:00,0,0,0,8.24,2.21,1.07
29/10/2020 11:00,0,0,0,8.15,2.19,1.1
29/10/2020 12:00,0,0,0,8.06,2.18,1.1
29/10/2020 13:00,0,0,0,7.98,2.17,1.12
29/10/2020 14:00,0,0,0,7.92,2.15,1
29/10/2020 15:00,0,0,0,7.86,2.13,0.91
29/10/2020 16:00,0,0,0.2,7.8,2.11,0.86
29/10/2020 17:00,0,0,0,7.75,2.1,0.75
29/10/2020 18:00,0.2,0,0,7.71,2.09,0.76
29/10/2020 19:00,0,0,0,7.67,2.08,0.77
29/10/2020 20:00,0,0,0,7.63,2.07,0.83
29/10/2020 21:00,0,0,0,7.6,2.07,0.91
29/10/2020 22:00,0,0,0,7.57,2.06,0.92
29/10/2020 23:00,0,0,0,7.54,2.06,0.9
30/10/2020 00:00,0,0,0,7.51,2.05,0.81
30/10/2020 01:00,2.4,0,0.2,7.48,2.05,0.69
30/10/2020 02:00,0.2,0,1.6,7.45,2.04,0.55
30/10/2020 03:00,0,0,0.8,7.43,2.03,0.41
30/10/2020 04:00,0.8,2.4,0,7.41,2.02,0.3
30/10/2020 05:00,0.2,0,0,7.39,2,0.26
30/10/2020 06:00,0,0,0,7.37,1.99,0.25
30/10/2020 07:00,0,0,0,7.35,1.97,0.34
30/10/2020 08:00,0,0,0,7.33,1.95,0.43
30/10/2020 09:00,1.2,0.6,1.6,7.32,1.94,0.53
30/10/2020 10:00,0.2,0,0,7.3,1.92,0.6
30/10/2020 11:00,4.6,0,0,7.29,1.9,0.7
30/10/2020 12:00,0.4,0.2,0,7.28,1.89,0.73
30/10/2020 13:00,0,13.8,3,7.27,1.88,0.71
30/10/2020 14:00,7,11.4,4.8,7.27,1.87,0.67
30/10/2020 15:00,0,1.8,4.4,7.27,1.87,0.57
30/10/2020 16:00,1,0,6.6,7.28,1.86,0.46
30/10/2020 17:00,1.2,1,0.8,7.28,1.86,0.41
30/10/2020 18:00,0.4,0.4,1.4,7.28,1.85,0.39
30/10/2020 19:00,0.2,0.6,1.2,7.27,1.85,0.45
30/10/2020 20:00,1,2,2.2,7.25,1.84,0.56
30/10/2020 21:00,2.4,2.4,5.2,7.24,1.84,0.7
30/10/2020 22:00,7.8,7.4,4,7.24,1.83,0.86
30/10/2020 23:00,3.6,0.2,9.6,7.27,1.82,0.93
31/10/2020 00:00,4.2,0,0.4,7.29,1.81,0.91
31/10/2020 01:00,0,0,1.8,7.29,1.8,0.85
31/10/2020 02:00,0,0,0.4,7.25,1.79,0.72
31/10/2020 03:00,0,0,0.2,7.26,1.78,0.56
31/10/2020 04:00,0,0,1.8,7.45,1.77,0.42
31/10/2020 05:00,2.2,0.8,0.6,7.86,1.77,0.3
31/10/2020 06:00,0,0.8,2.2,8.33,1.77,0.23
31/10/2020 07:00,2,1,0,8.6,1.77,0.23
31/10/2020 08:00,3.6,2.2,0,8.52,1.78,0.32
31/10/2020 09:00,1,3.8,1.8,8.22,1.79,0.48
31/10/2020 10:00,1.2,0.2,2.2,7.91,1.8,0.6
31/10/2020 11:00,3,0,0,7.75,1.81,0.67
31/10/2020 12:00,0.2,0,0.4,7.73,1.82,0.69
31/10/2020 13:00,0,0,0.6,7.78,1.83,0.68
31/10/2020 14:00,0,0,0,7.84,1.83,0.61
31/10/2020 15:00,0,0.2,0,7.88,1.83,0.48
31/10/2020 16:00,0,0,0,7.83,1.82,0.36
31/10/2020 17:00,0,0,2.2,7.69,1.81,0.27
31/10/2020 18:00,0,0,2.2,7.52,1.79,0.25
31/10/2020 19:00,0,0,2.4,7.41,1.78,0.29
31/10/2020 20:00,0,0,0,7.43,1.77,0.4
31/10/2020 21:00,0,0,3.2,7.53,1.76,0.59
31/10/2020 22:00,0,0,10.6,7.61,1.75,0.81
31/10/2020 23:00,0,0,0,7.62,1.74,0.95
1/11/2020 0:00,0,0,1.6,7.57,1.73,1.05
1/11/2020 1:00,0,0,1,7.51,1.72,1.04
1/11/2020 2:00,0,0.8,1.8,7.46,1.71,0.96
1/11/2020 3:00,0,4.6,3,7.43,1.7,0.77
1/11/2020 4:00,2.4,2.2,2.2,7.41,1.69,0.61
1/11/2020 5:00,1.2,0.8,0.8,7.39,1.68,0.46
1/11/2020 6:00,3.6,0,0.2,7.38,1.68,0.34
1/11/2020 7:00,0,1.8,0,7.38,1.67,0.3
1/11/2020 8:00,1.2,0,0,7.38,1.66,0.3
1/11/2020 9:00,2.6,0,0,7.39,1.66,0.4
1/11/2020 10:00,0,0.4,0,7.4,1.65,0.54
1/11/2020 11:00,7.4,0.4,0,7.4,1.65,0.6
1/11/2020 12:00,0.2,0,0,7.4,1.65,0.62
1/11/2020 13:00,0,0,0,7.39,1.64,0.61
1/11/2020 14:00,0,0,0,7.38,1.63,0.52
1/11/2020 15:00,0,0,0,7.36,1.63,0.36
1/11/2020 16:00,0,0,0,7.34,1.62,0.2
1/11/2020 17:00,0,0,0,7.32,1.61,0.07
1/11/2020 18:00,0,0,0,7.31,1.6,0
1/11/2020 19:00,0,0,0,7.29,1.59,0
1/11/2020 20:00,0,0,0,7.27,1.58,0.07
1/11/2020 21:00,0,0,0,7.26,1.57,0.28
1/11/2020 22:00,0,0,0,7.24,1.55,0.5
1/11/2020 23:00,0,0,0,7.22,1.54,0.7
2/11/2020 0:00,0,0,0,7.21,1.53,0.86
2/11/2020 1:00,0,0,0,7.2,1.52,0.95
2/11/2020 2:00,0.2,0.2,0,7.19,1.51,0.99
2/11/2020 3:00,1,0.6,0,7.18,1.5,0.91
2/11/2020 4:00,2.6,0.4,0,7.18,1.5,0.75
2/11/2020 5:00,1.2,0.2,0,7.17,1.49,0.55
2/11/2020 6:00,0,0,0,7.17,1.49,0.44
2/11/2020 7:00,0,0,0,7.16,1.48,0.33
2/11/2020 8:00,0,0,0,7.15,1.47,0.31
2/11/2020 9:00,0,0,0,7.15,1.47,0.31
2/11/2020 10:00,0,0,0,7.14,1.46,0.42
2/11/2020 11:00,0,0,0,7.13,1.45,0.48
2/11/2020 12:00,0,0,0,7.12,1.45,0.54
2/11/2020 13:00,0,0,0,7.11,1.44,0.53
2/11/2020 14:00,0,0,0,7.1,1.43,0.46
2/11/2020 15:00,0,0,0,7.09,1.43,0.29
2/11/2020 16:00,0,0,0,7.08,1.42,0.11
2/11/2020 17:00,3,0,0,7.07,1.41,-0.07
2/11/2020 18:00,7.6,0,0,7.07,1.41,-0.16
2/11/2020 19:00,0.8,0,0,7.06,1.4,-0.18
2/11/2020 20:00,0.8,0,0,7.05,1.39,-0.14
2/11/2020 21:00,0.2,0,0,7.05,1.39,-0.01
2/11/2020 22:00,0,0,0,7.05,1.39,0.22
2/11/2020 23:00,0,0,0,7.05,1.38,0.47
3/11/2020 0:00,1.4,0.2,0,7.04,1.38,0.66
3/11/2020 1:00,4.4,0,0,7.04,1.37,0.81
3/11/2020 2:00,0,0,0,7.04,1.36,0.94
3/11/2020 3:00,0,0,0,7.03,1.36,0.94
3/11/2020 4:00,0,0,0,7.03,1.35,0.85
3/11/2020 5:00,0,0,0,7.03,1.34,0.69
3/11/2020 6:00,0,0,0,7.02,1.34,0.57
3/11/2020 7:00,0,0,0,7.02,1.33,0.45
3/11/2020 8:00,0,0,0,7.02,1.32,0.4
3/11/2020 9:00,0,0,0,7.01,1.32,0.4
3/11/2020 10:00,0,0,0,7.01,1.31,0.43
3/11/2020 11:00,0,0,0,7.01,1.31,0.53
3/11/2020 12:00,0,0,0,7,1.31,0.57
3/11/2020 13:00,2.4,0,0,7,1.3,0.59
3/11/2020 14:00,0,0,0.2,6.99,1.29,0.53
3/11/2020 15:00,0,0,0.2,6.99,1.29,0.39
3/11/2020 16:00,0,0,0.6,6.98,1.28,0.24
3/11/2020 17:00,0.4,0,0,6.98,1.27,0.09
3/11/2020 18:00,0.8,0.2,0,6.97,1.27,-0.04
3/11/2020 19:00,0,0,0,6.97,1.26,-0.1
3/11/2020 20:00,0.2,0,0.4,6.97,1.25,-0.09
3/11/2020 21:00,0,0,0.8,6.97,1.25,-0.02
3/11/2020 22:00,0,0,0,6.97,1.24,0.16
3/11/2020 23:00,0,0.2,0.2,6.97,1.23,0.4
4/11/2020 0:00,2.2,1,0,6.97,1.23,0.59
4/11/2020 1:00,8.6,0.4,0,6.97,1.22,0.77
4/11/2020 2:00,3.6,2.4,0,6.97,1.22,0.91
4/11/2020 3:00,0,0,0,6.97,1.21,0.95
4/11/2020 4:00,0,0,0,6.98,1.21,0.97
4/11/2020 5:00,1.8,0.6,0,6.98,1.2,0.9
4/11/2020 6:00,0.4,0,0.4,6.99,1.2,0.74
4/11/2020 7:00,0.6,0,2.2,7,1.2,0.63
4/11/2020 8:00,0.2,0,1.6,7.01,1.2,0.53
4/11/2020 9:00,0,0,0,7.03,1.2,0.51
4/11/2020 10:00,0,0,0,7.04,1.2,0.54
4/11/2020 11:00,1.6,0.4,0,7.05,1.19,0.56
4/11/2020 12:00,0,0,0,7.06,1.19,0.59
4/11/2020 13:00,0,0,0.4,7.07,1.19,0.61
4/11/2020 14:00,0,0,0,7.07,1.19,0.58
4/11/2020 15:00,0,0,0,7.06,1.19,0.46
4/11/2020 16:00,0,0,0,7.06,1.18,0.32
4/11/2020 17:00,0,0,0,7.04,1.18,0.13
4/11/2020 18:00,0,0,0,7.03,1.17,0.02
4/11/2020 19:00,0,0,0,7.02,1.17,-0.07
4/11/2020 20:00,0,0,0,7.01,1.17,-0.1
4/11/2020 21:00,0,0,0,7,1.16,-0.04
4/11/2020 22:00,0,0,0,6.99,1.15,0.1
4/11/2020 23:00,0,0,0,6.98,1.15,0.31
5/11/2020 0:00,0,0,0,6.98,1.14,0.47
5/11/2020 1:00,0,0,0,6.97,1.14,0.65
5/11/2020 2:00,0,0,0,6.96,1.14,0.82
5/11/2020 3:00,0,0,0,6.96,1.13,0.94
5/11/2020 4:00,0,0,0,6.95,1.13,0.99
5/11/2020 5:00,0.2,0,0,6.94,1.13,0.96
5/11/2020 6:00,0,0,0,6.94,1.12,0.87
5/11/2020 7:00,0,0,0,6.93,1.12,0.78
5/11/2020 8:00,0,0,0,6.92,1.12,0.7
5/11/2020 9:00,0,0,0,6.91,1.11,0.66
5/11/2020 10:00,0,0,0,6.91,1.11,0.68
5/11/2020 11:00,0,0,0,6.9,1.11,0.68
5/11/2020 12:00,0,0,0,6.89,1.1,0.69
5/11/2020 13:00,0,0,0,6.88,1.1,0.71
5/11/2020 14:00,0,0,0,6.87,1.1,0.7
5/11/2020 15:00,0,0,0,6.86,1.09,0.64
5/11/2020 16:00,0,0,0,6.86,1.09,0.48
5/11/2020 17:00,0,0,0,6.85,1.09,0.3
5/11/2020 18:00,0,0.2,0,6.85,1.08,0.09
5/11/2020 19:00,0,0,0,6.84,1.07,0
5/11/2020 20:00,0,0,0,6.84,1.06,-0.06
5/11/2020 21:00,0,0,0,6.83,1.04,-0.06
5/11/2020 22:00,0,0,0,6.83,1.03,0.04
5/11/2020 23:00,0,0,0,6.82,1.02,0.21
6/11/2020 0:00,0,0,0,6.82,1.01,0.39
6/11/2020 1:00,0.4,0.2,0,6.81,1,0.57
6/11/2020 2:00,0.6,0,1,6.8,1,0.75
6/11/2020 3:00,0.4,0.4,0.4,6.8,1,0.84
6/11/2020 4:00,1.4,2,0.6,6.79,1.01,0.98
6/11/2020 5:00,3.4,3.6,0.2,6.79,1.02,1.01
6/11/2020 6:00,2.8,4.6,1.4,6.79,1.03,0.97
6/11/2020 7:00,3.4,4.2,0.8,6.8,1.04,0.89
6/11/2020 8:00,7.8,8.4,2.2,6.82,1.05,0.82
6/11/2020 9:00,1.8,4.2,4.8,6.84,1.06,0.73
6/11/2020 10:00,1.2,0.4,7.8,6.86,1.07,0.73
6/11/2020 11:00,13.8,5.4,0.8,6.89,1.08,0.71
6/11/2020 12:00,9.8,3,5.6,6.94,1.09,0.76
6/11/2020 13:00,2.8,1.6,3.2,7.07,1.1,0.73
6/11/2020 14:00,3.6,1,4.6,7.28,1.11,0.7
6/11/2020 15:00,1.2,0.6,2.2,7.54,1.12,0.65
6/11/2020 16:00,2.2,1,0.6,7.8,1.13,0.51
6/11/2020 17:00,2,0.4,2.2,8.01,1.15,0.35
6/11/2020 18:00,4.2,1,2.2,8.15,1.17,0.14
6/11/2020 19:00,1,0.2,0.4,8.21,1.19,-0.04
6/11/2020 20:00,0,0,0.2,8.2,1.22,-0.12
6/11/2020 21:00,0,0,0,8.13,1.25,-0.17
6/11/2020 22:00,0,0,0,8.04,1.29,-0.15
6/11/2020 23:00,0,0,0,7.96,1.31,-0.06
7/11/2020 0:00,0,0,0,7.88,1.34,0.08
7/11/2020 1:00,0,0,0,7.81,1.35,0.23
7/11/2020 2:00,0,0,0,7.73,1.35,0.39
7/11/2020 3:00,0,0,0,7.66,1.34,0.53
7/11/2020 4:00,0,0,0,7.59,1.32,0.67
7/11/2020 5:00,0.4,0,0,7.53,1.3,0.78
7/11/2020 6:00,0.2,0,0,7.48,1.27,0.77
7/11/2020 7:00,0,0.2,0,7.44,1.25,0.73
7/11/2020 8:00,0,0,0,7.4,1.23,0.66
7/11/2020 9:00,0,0,0,7.37,1.21,0.62
7/11/2020 10:00,0,0,0.2,7.34,1.19,0.56
7/11/2020 11:00,0.4,0,0,7.31,1.17,0.48
7/11/2020 12:00,0.2,0,0,7.29,1.16,0.49
7/11/2020 13:00,0,0,0,7.26,1.14,0.48
7/11/2020 14:00,0.2,0,0.6,7.23,1.12,0.46
7/11/2020 15:00,0,0,0.6,7.21,1.1,0.37
7/11/2020 16:00,0,0,0,7.19,1.08,0.28
7/11/2020 17:00,1,0,0,7.17,1.07,0.16
7/11/2020 18:00,3.2,0,0,7.16,1.06,0.01
7/11/2020 19:00,0,0,0,7.15,1.05,-0.15
7/11/2020 20:00,0,0,0,7.14,1.05,-0.26
7/11/2020 21:00,0,0,0,7.12,1.06,-0.34
7/11/2020 22:00,0,0,0,7.11,1.07,-0.35
7/11/2020 23:00,0,0,0,7.1,1.08,-0.29
8/11/2020 0:00,0,0,0,7.08,1.09,-0.2
8/11/2020 1:00,0,0,0,7.07,1.1,-0.1
8/11/2020 2:00,0,0,0,7.06,1.1,0.06
8/11/2020 3:00,0,0,0,7.05,1.1,0.2
8/11/2020 4:00,0,0,0,7.03,1.1,0.36
8/11/2020 5:00,0,0,0,7.02,1.1,0.52
8/11/2020 6:00,0,0,0,7.01,1.09,0.62
